Timestamp,run_warm_up,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_default_jemalloc,run_default_tcmalloc
0,0.0032314161129568105,0.007585392441860465,0.004412375415282392,0.005207251868770764,0.0033676806478405317,0.0007948764534883721,0.006511498131229236,0.006466076619601329,0.006553675249169435,0.003247638081395349,0.004976899916943522,0.006410921926910299,0.006556919642857143,0.006576386004983389,0.006453099044850499,0.003633720930232558,0.009869445598006645,0.0034423017026578074,0.007939031353820599,0.0065179869186046515,0.006479054194352159,0.0007851432724252492,0.00803311877076412,0.006297368147840532,0.003490967607973422,0.00638172238372093,0.0033255035299003324,0.003370925041528239,0.006514742524916944,0.006449854651162791,0.0032346605066445183,0.0032800820182724254,0.0032281717192691028,0.003098395971760797,0.0031762614202657806,0.00309515157807309,0.007533482142857143,0.0031762614202657806,0.003302792774086379,0.00327359323089701,0.003202216569767442,0.0031308399086378736,0.0032671044435215947,0.003257371262458472,0.0032606156561461796,0.0032606156561461796,0.0032216829318936877,0.0032833264119601327,0.0032865708056478405,0.0032898151993355483,0.00321843853820598,0.0032833264119601327,0.006284390573089701
1,0.2684314005398671,0.29265079941860467,0.19953670058139536,0.2699108440614618,0.2633571688122924,0.2663452553986711,0.27969593542358806,0.27694793397009965,0.273093594269103,0.28293384032392027,0.2625330928156146,0.27901785714285715,0.0,0.28317392545681064,0.2737522061877076,0.2724609375,0.2907074075996678,0.27043319144518274,0.27746054817275745,0.2884590427740864,0.2812597331810631,0.27525111607142855,0.26971293604651164,0.315218801910299,0.19882293397009967,0.29579137250830567,0.2664004100913621,0.26602730481727577,0.2922874273255814,0.29026617005813954,0.2650182983803987,0.2675262147009967,0.2550839649086379,0.26276344476744184,0.2637562292358804,0.26255904796511625,0.306218853820598,0.2629126868770764,0.2624325166112957,0.2726101796096346,0.27613034676079734,0.26262393583887045,0.26305868459302323,0.273382345307309,0.27325256955980065,0.27426806478405313,0.26312681686046513,0.25618381436877075,0.25978509136212624,0.2547789919019934,0.26328254775747506,0.27002439784053156,0.2843451515780731
2,0.21979469476744187,6.1641728093853825,5.9768220514950166,5.431098811254153,5.169114020971761,5.3142617057724255,5.765268116694352,5.760164685423588,3.729839337624585,5.150027252906977,5.195841336171096,7.159121288413621,4.09870418916113,4.37770257994186,5.535286025747508,5.063573894310632,5.221663465531561,5.5693034935631225,6.660753218438538,4.778952969269103,5.583809177740863,4.920210626038206,5.244640261627907,5.992401629983389,5.838510304194352,4.486558476951827,5.6622164399916945,5.765050742317276,5.748277226951827,5.664088455149502,5.874072103405315,5.367687136627907,5.238365604235881,5.160253581810632,5.4222059281561465,5.222075503529901,6.230572570598007,5.12925988891196,5.173214934593023,5.139742524916944,5.224395245016611,5.129233933762459,5.244140625,5.175849382267442,5.2414737333887045,5.135307438745847,5.130541424418604,5.690981234426911,5.57246353301495,5.292154407184386,5.130586845930233,5.863222850913621,4.790934515157807
3,6.442801339285714,8.592744237956811,8.52513431789867,8.533959068729235,8.532372560215947,8.532648333679402,8.60413854858804,8.575415931270765,8.553474096760798,8.530192327657808,8.533952579941861,8.605981364202657,8.579192405523257,8.565857947466778,8.571081421303987,8.52384953799834,8.620506514742525,8.535613709509967,8.593114098837209,8.560319767441861,8.597140391403654,8.53947129360465,8.57055258513289,8.607039036544851,8.54487969788206,8.590388808139535,8.526376920681063,8.527836897840531,8.585486529277409,8.59267610568937,8.52503698608804,8.538939213039868,8.514022269518273,8.513866538621263,8.522473915074752,8.51357454318937,8.587715427740864,8.514051469061462,8.533835781769103,8.513843827865449,8.542420447466778,8.513950892857142,8.514700347799003,8.515715843023257,8.515141585340531,8.519868666943522,8.51474901370432,8.515209717607974,8.524790412167775,8.513840583471762,8.51515780730897,8.52918332122093,8.554593412583056
4,8.532447181270765,9.98628594788206,9.7673672394103,9.663786726536545,9.688697181270765,9.823975420473422,9.869078981519934,9.818057646387043,9.320954889950166,9.684696843853821,9.6656198089701,9.873484868147841,9.391520452657808,9.38030782807309,9.701376271802326,9.653920525332225,10.03246664763289,9.803272944352159,9.843075166112957,9.520176884343854,10.005924262873755,9.695782937084717,9.794698011835548,9.874542540490033,9.874169435215947,9.402849875415283,9.708565848214286,9.770021153446844,9.846141118147841,9.860179609634551,9.76742239410299,9.66884798068937,9.644352808347175,9.644190588662791,9.652149086378737,9.643898593230897,9.843529381229235,9.644171122300664,9.663361710963455,9.643525487956811,9.672264327242525,9.5384817535299,9.644638314991694,9.645731675664452,9.644888133305647,9.649446506436878,9.531480351951828,9.645183373131228,9.654741356935215,9.644174366694353,9.644888133305647,9.771876946636212,9.482454318936878
5,9.77513756229236,9.98628594788206,9.201859686461795,9.210473551702657,9.801624792358805,9.911421563538205,9.292332848837209,9.251949880606313,9.822739306478406,9.797712053571429,9.21205681582226,9.297024242109634,9.959938226744185,9.835363242317277,9.247741901993356,9.200091491901993,10.03246664763289,9.803548717815614,9.26998546511628,9.238433736503323,10.005933996054818,9.80890521179402,9.341063642026578,9.298078670058139,9.92527188019103,9.969298302533222,9.202888159260798,9.204464934593023,9.274861788828904,9.28371249480897,9.20152551391196,9.215843023255815,9.190695727782392,9.190552974460132,9.198972176079733,9.190260979028238,9.270439680232558,9.190536752491694,9.210304843230897,9.190179869186046,9.219110127699336,9.190436176287376,9.19129269622093,9.192194637666113,9.191863709509967,9.196104132059801,9.191409494393687,9.192158949335548,9.201716933139535,9.190536752491694,9.191542514534884,9.205710781769103,9.797436280107974
6,9.208971397425248,9.98628594788206,9.243666943521594,9.210106935215947,9.801624792358805,9.911421563538205,9.387828332641195,9.251953125,9.823196765988373,9.797712053571429,9.21205681582226,9.760537790697674,9.959938226744185,9.835363242317277,9.247741901993356,9.200091491901993,10.03246664763289,9.822473266196013,9.269810267857142,9.238433736503323,10.005933996054818,9.80889223421927,9.341063642026578,9.761592218646179,9.925278368978406,9.969236659053156,9.202888159260798,9.329951593646179,9.388795161960132,9.747229287790697,9.20152551391196,9.215843023255815,9.190695727782392,9.190552974460132,9.198972176079733,9.190260979028238,9.409974563953488,9.190533508098007,9.210304843230897,9.190559463247508,9.211978950373755,9.190432931893687,9.191682023463455,9.192194637666113,9.191863709509967,9.196532392026578,9.191636601951828,9.192158949335548,9.207848837209303,9.190539996885382,9.191879931478406,9.205710781769103,9.797436280107974
7,9.208621002906977,9.98628594788206,9.201652045265782,9.77363540801495,9.822022295473422,9.911424807931894,9.292332848837209,9.81811928986711,9.842105092400333,9.797712053571429,9.78429324127907,9.297024242109634,10.525792929817277,9.854274813122924,9.813755580357142,9.765686643480066,10.03246664763289,9.822479754983389,9.269810267857142,9.80423328488372,10.005933996054818,9.834328280730897,9.794707745016611,9.298078670058139,9.931757423172758,10.44449166839701,9.769051079734218,9.623942327657808,9.847017104443522,9.283715739202657,9.20128542877907,9.781496573920267,9.756479054194353,9.756479054194353,9.765131852159469,9.643872638081396,9.843529381229235,9.756631540697674,9.670453955564785,9.75611243770764,9.778145115240864,9.756605585548172,9.757841699543189,9.645838740656146,9.7580233855897,9.762082122093023,9.757225264742525,9.758318625415283,9.50919785610465,9.75642389950166,9.758039607558139,9.771802325581396,9.821016533430232
8,9.208971397425248,9.98628594788206,9.201859686461795,9.207530886627907,9.828621392234218,9.911424807931894,9.292332848837209,9.251953125,9.842105092400333,9.797712053571429,9.218591024709303,9.297024242109634,10.525338714700997,9.854274813122924,9.247741901993356,9.200091491901993,10.03246664763289,9.822479754983389,9.269810267857142,9.238433736503323,10.005878841362126,9.83403952969269,9.341063642026578,9.291190822259136,9.931757423172758,10.441999974044851,9.202888159260798,9.204464934593023,9.27467036960133,9.283715739202657,9.20152551391196,9.215843023255815,9.190689238995017,9.190552974460132,9.19896568729236,9.190228535091363,9.270439680232558,9.19052701931063,9.216809852574752,9.190559463247508,9.211978950373755,9.190445909468439,9.191682023463455,9.191821532392026,9.191863709509967,9.196207952657808,9.191636601951828,9.192158949335548,9.201716933139535,9.190497819767442,9.191879931478406,9.205710781769103,9.821016533430232
9,9.208971397425248,9.98628594788206,9.76766247923588,9.207530886627907,9.828621392234218,9.91143129671927,9.86513704318937,9.251953125,9.842105092400333,9.685196480481727,9.218591024709303,9.297024242109634,11.09185202969269,9.854274813122924,9.247741901993356,9.335648748961795,10.032379049003323,9.822479754983389,9.842899968853821,9.692081083887043,10.005878841362126,9.83403952969269,9.341086352782392,9.867661181478406,9.931757423172758,10.553341076619601,9.202888159260798,9.319215894933555,9.842750726744185,9.860186098421927,9.76712390988372,9.215843023255815,9.643843438538205,9.326661778446844,9.198676936254152,9.190228535091363,9.843529381229235,9.19052701931063,9.216809852574752,9.326278939991694,9.777846631021594,9.190445909468439,9.64467400332226,9.19197401889535,9.191863709509967,9.196207952657808,9.191636601951828,9.757844943936878,9.201557957848838,9.190497819767442,9.26586508513289,9.341819585755815,9.821016533430232
