je_background_thread,je_cache_oblivious,je_dirty_decay_ms,je_dss,je_lg_extent_max_active_fit,je_lg_tcache_max,je_max_background_threads,je_metadata_thp,je_muzzy_decay_ms,je_narenas,je_oversize_threshold,je_percpu_arena,je_retain,je_tcache,je_thp,je_trust_madvise,rss
false,true,18880,secondary,12,8,44,auto,15538,170,4735249,phycpu,false,true,default,true,-0.0026230922965116313
true,false,38830,disabled,18,23,5,disabled,35641,347,20938498,percpu,true,false,always,false,0.029911687603820573
