Timestamp,run_warm_up,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_51,run_52,run_53,run_54,run_55,run_56,run_57,run_58,run_59,run_60,run_61,run_62,run_63,run_64,run_65,run_66,run_67,run_68,run_69,run_70,run_71,run_72,run_73,run_74,run_75,run_76,run_77,run_78,run_79,run_80,run_81,run_82,run_83,run_84,run_85,run_86,run_87,run_88,run_89,run_90,run_91,run_92,run_93,run_94,run_95,run_96,run_97,run_98,run_99,run_100,run_default_jemalloc,run_default_tcmalloc
0,0.0035461223006644517,0.003293059593023256,0.004620016611295681,0.006514742524916944,0.00800391922757475,0.011394310631229235,0.006359011627906977,0.0054181374584717605,0.0007526993355481728,0.008055829526578073,0.008117473006644518,0.004561617524916944,0.0053240500415282395,0.00529485049833887,0.005453825789036545,0.0031957277823920264,0.006449854651162791,0.004928234011627907,0.006543942068106312,0.0027447570598006644,0.008072051495016611,0.008042851951827242,0.006401188745847176,0.00642389950166113,0.0007948764534883721,0.008026629983388704,0.008136939368770765,0.008172627699335548,0.0031665282392026577,0.003370925041528239,0.006459587832225913,0.011232090946843853,0.003357947466777409,0.00649203176910299,0.0031762614202657806,0.003344969892026578,0.0032249273255813954,0.003374169435215947,0.008068807101328904,0.00796498650332226,0.0029880865863787377,0.003293059593023256,0.00797796407807309,0.008172627699335548,0.0033384811046511626,0.007955253322259137,0.00813045058139535,0.003299548380398671,0.003254126868770764,0.003091907184385382,0.003344969892026578,0.007955253322259137,0.00316328384551495,0.003127595514950166,0.003257371262458472,0.003208705357142857,0.003257371262458472,0.007864410299003323,0.0032606156561461796,0.0033287479235880398,0.003319014742524917,0.0033287479235880398,0.003370925041528239,0.003364436254152824,0.0033903914036544852,0.006462832225913621,0.003361191860465116,0.0032314161129568105,0.0031211067275747507,0.0032606156561461796,0.0033222591362126247,0.003208705357142857,0.0032898151993355483,0.0032963039867109634,0.003293059593023256,0.0030886627906976743,0.0032800820182724254,0.003263860049833887,0.0031243511212624584,0.0033676806478405317,0.0032281717192691028,0.003254126868770764,0.003244393687707641,0.0033222591362126247,0.0032151941445182726,0.0033384811046511626,0.0029880865863787377,0.003101640365448505,0.0031730170265780733,0.0032249273255813954,0.0032411492940199334,0.003198972176079734,0.0030497300664451828,0.003370925041528239,0.003030263704318937,0.003315770348837209,0.003257371262458472,0.0030886627906976743,0.0032508824750830563,0.0032249273255813954,0.0031697726328903655,0.0032508824750830563,0.006183814368770764
1,0.27053376764950166,0.28365085132890366,0.2562714129983389,0.2767954474667774,0.29468503426079734,0.31579305959302323,0.2967484686461794,0.25541813745847175,0.2758026629983389,0.28059787686877075,0.31541346553156147,0.26377893999169433,0.27345696636212624,0.2814706187707641,0.2592043448920266,0.2810358700166113,0.2779699179817276,0.2666502284053156,0.29838364306478404,0.2625687811461794,0.3012387095099668,0.30924587313122925,0.27264911233388706,0.2952690251245847,0.2640482246677741,0.29651162790697677,0.0,0.29349434177740863,0.2580720514950166,0.26646529796511625,0.2836670732973422,0.3240208419850498,0.2784695546096346,0.2928162634966777,0.2613424003322259,0.2549704111295681,0.2631041061046512,0.2552234738372093,0.2910286025747508,0.28281704215116277,0.27218516403654486,0.0,0.290804739410299,0.2837611607142857,0.2639671148255814,0.28555855481727577,0.30440199335548174,0.2553564939784053,0.25511640884551495,0.2552234738372093,0.2723603612956811,0.3219054973006645,0.2732752803156146,0.25486334613787376,0.27876479443521596,0.27048510174418605,0.2715265521179402,0.28251531353820597,0.2628932205149502,0.2691808554817276,0.2731844372923588,0.2630424626245847,0.2553500051910299,0.2702060838870432,0.25686513704318936,0.29351380813953487,0.27165957225913623,0.25503854339701,0.27222409676079734,0.2637951619601329,0.27201321117109634,0.2727107558139535,0.25521374065614616,0.26255904796511625,0.27094905004152825,0.27129620016611294,0.26318521594684385,0.255093698089701,0.2630327294435216,0.2798159779900332,0.2548698349252492,0.0,0.27043643583887045,0.25532405004152825,0.0,0.26406120224252494,0.2629516196013289,0.26309437292358806,0.27243498235049834,0.25490227886212624,0.25521049626245845,0.2625687811461794,0.27011524086378735,0.2723084509966777,0.27243173795681064,0.2758448401162791,0.26297108596345514,0.26288673172757476,0.2555089804817276,0.2661927688953488,0.2623351848006645,0.2696837365033223,0.28522438226744184
2,0.353726510589701,0.3482791735880399,0.34849654796511625,0.3578468905730897,0.37743978405315615,0.4062921771179402,0.3765994860880399,0.34089493355481726,0.36988683554817275,0.38571298795681064,0.369851147217608,0.36454007475083056,0.36509162167774084,0.34619302844684385,0.3574737852990033,0.3391754049003322,0.3790652252906977,0.35553688226744184,0.36350511316445183,0.3624020193106312,0.37251155004152825,0.3924094165282392,0.37369575373754155,0.36648671096345514,0.35108232973421927,0.38844476744186046,0.3603969840116279,0.3631806737956811,0.3482142857142857,0.3564550456810631,0.3626064161129568,0.3960593594269103,0.33590505606312293,0.349664529692691,0.35760031665282394,0.34299730066445183,0.33651824647009965,0.3449309593023256,0.35919331395348836,0.3599817016196013,0.337945779692691,0.33626842815614616,0.3712202813538206,0.3668922601744186,0.3490513392857143,0.36927688953488375,0.3824653498754153,0.34140105897009965,0.3408203125,0.3399410818106312,0.3379360465116279,0.36002712313122925,0.3358499013704319,0.3415503010797342,0.3347630294850498,0.3663764015780731,0.34364293500830567,0.3591706031976744,0.33900669642857145,0.35828163932724255,0.33825399709302323,0.3390391403654485,0.34403226225083056,0.3375888963870432,0.34294863475913623,0.3697765261627907,0.3335204267026578,0.3439998183139535,0.33400708575581395,0.3491973370016611,0.3388152772009967,0.3378062707641196,0.3425138860049834,0.33456836586378735,0.3374656094269103,0.33795875726744184,0.33977561773255816,0.3442171926910299,0.33981455045681064,0.33715414763289037,0.34190718438538203,0.3384940822259136,0.33663504464285715,0.34122261731727577,0.3389677637043189,0.3404374740448505,0.33671939887873753,0.3364111814784053,0.3375434748754153,0.34347747093023256,0.3453202865448505,0.33365993563122925,0.33734881125415284,0.33540217504152825,0.33415957225913623,0.33583043500830567,0.33540217504152825,0.33857843646179403,0.3404147632890365,0.3499240811877076,0.338445416320598,0.35790204526578073,0.3661525384136213
3,0.4294895919850498,0.4267999896179402,0.4183288776993355,0.43470982142857145,0.45751466465946844,0.48613346137873753,0.4553895867940199,0.41665801495016613,0.4441639846345515,0.4556718490448505,0.4522327917358804,0.4389989098837209,0.4387361139950166,0.4239124792358804,0.42730287063953487,0.4198212987956811,0.4540042306893688,0.4286103612956811,0.44472202034883723,0.4330714026162791,0.4547277304817276,0.4744114669850498,0.44353781665282394,0.4446376661129568,0.42493446324750833,0.4704468178986711,0.44239903446843853,0.4456142286129568,0.4205610205564784,0.4281529017857143,0.4411856312292359,0.47611152927740863,0.41633681997508304,0.43145569455980065,0.43124480897009965,0.4166385485880399,0.4163141092192691,0.4162362437707641,0.4409812344269103,0.44219463766611294,0.41646659572259137,0.4164893064784053,0.4512984063538206,0.4463247508305648,0.42474304401993357,0.44678545473421927,0.4610413205980066,0.4165282392026578,0.4163692639119601,0.4156392753322259,0.41624273255813954,0.44224654796511625,0.4175567120016611,0.41561656457641194,0.41583393895348836,0.4384765625,0.42395790074750833,0.44158469165282394,0.41604158014950166,0.43213701723421927,0.4159247819767442,0.41640819663621265,0.4166125934385382,0.4161097124169435,0.4190718438538206,0.45221008098006643,0.41577553986710963,0.4163692639119601,0.4161389119601329,0.42389950166112955,0.4164860620847176,0.41542838974252494,0.4163692639119601,0.4156392753322259,0.41641144102990035,0.4154121677740864,0.41680725705980065,0.41616162271594687,0.4164244186046512,0.4178000415282392,0.4161843334717608,0.4163757526993355,0.41515261627906974,0.41613566756644516,0.41614864514119604,0.4180595930232558,0.41630113164451826,0.4161681115033223,0.41510395037375414,0.4156327865448505,0.41598966985049834,0.41515261627906974,0.4157106519933555,0.416382241486711,0.41629139846345514,0.41624597695182725,0.41583393895348836,0.4161843334717608,0.4163887302740864,0.42758837728405313,0.4156554973006645,0.4309073920265781,0.44837845203488375
4,0.4294895919850498,0.4267999896179402,0.4183288776993355,0.43470982142857145,0.4581602990033223,0.48647087832225916,0.4558373131229236,0.41665801495016613,0.444601977782392,0.4557951360049834,0.4552371002906977,0.439453125,0.4392065510797342,0.4239124792358804,0.4277765521179402,0.4202300924003322,0.4544422238372093,0.4286103612956811,0.44472202034883723,0.43351588455149503,0.4547277304817276,0.4765592556063123,0.443836300872093,0.4446376661129568,0.42493446324750833,0.4743465791112957,0.44411207433554817,0.4512172965116279,0.4207751505398671,0.4281529017857143,0.4411856312292359,0.47611152927740863,0.41633681997508304,0.43145569455980065,0.43171849044850497,0.4166385485880399,0.4163141092192691,0.4162362437707641,0.44419318417774084,0.444546823089701,0.41646659572259137,0.4164893064784053,0.4512984063538206,0.4468016767026578,0.4249571740033223,0.44678545473421927,0.4615052688953488,0.4165282392026578,0.4164406405730897,0.4156392753322259,0.41624273255813954,0.4433171978820598,0.4175567120016611,0.4156392753322259,0.41583393895348836,0.4385998494601329,0.42390274605481726,0.44329773151993357,0.41604158014950166,0.43213701723421927,0.41603184696843853,0.41640819663621265,0.4166125934385382,0.41608375726744184,0.4190718438538206,0.4528686928986711,0.41577553986710963,0.4163692639119601,0.4161389119601329,0.42389950166112955,0.4164860620847176,0.41542514534883723,0.4163692639119601,0.4160740240863787,0.41641144102990035,0.4158566497093023,0.41680725705980065,0.41616162271594687,0.41641468542358806,0.4178000415282392,0.4161843334717608,0.4163757526993355,0.41515261627906974,0.41613566756644516,0.41614864514119604,0.4180595930232558,0.41630113164451826,0.4161681115033223,0.4155419435215947,0.4156327865448505,0.41598966985049834,0.41515261627906974,0.4157106519933555,0.4163660195182724,0.41629139846345514,0.41624273255813954,0.4162751764950166,0.4161843334717608,0.4163887302740864,0.42758837728405313,0.4156554973006645,0.4309073920265781,0.4487904900332226
5,0.43080357142857145,0.42831187707641194,0.41926650747508304,0.435812915282392,0.45922121573920266,0.48647087832225916,0.45689822985880396,0.4177189316860465,0.445679116486711,0.4557951360049834,0.4562980170265781,0.43994951723421927,0.4402772009966777,0.42512263808139533,0.4284903187292359,0.42087248235049834,0.4554512302740864,0.4298140313538206,0.4444981571843854,0.43458653446843853,0.45598655523255816,0.4776201723421927,0.44575698193521596,0.4456628945182724,0.42626790905315615,0.47551780523255816,0.4450659260797342,0.452492343230897,0.4214175404900332,0.4292592400332226,0.44262289763289037,0.47611152927740863,0.417336093230897,0.43247767857142855,0.43279238475913623,0.41764106623754155,0.41722253945182725,0.41717387354651164,0.4451535247093023,0.44550067483388706,0.41738475913621265,0.4174042254983389,0.4528297601744186,0.4474343334717608,0.42601809073920266,0.44791450373754155,0.4626764950166113,0.4174658689784053,0.4174561357973422,0.4164406405730897,0.41726147217607973,0.4443716258305648,0.41867602782392027,0.41660286025747506,0.4168656561461794,0.43988787375415284,0.42512588247508304,0.4444884240033223,0.4170960080980066,0.43344775228405313,0.4169078332641196,0.4173393376245847,0.41757293397009965,0.41706031976744184,0.4198310319767442,0.4539004100913621,0.4167001920681063,0.4172906717192691,0.41721929505813954,0.425226458679402,0.4175502232142857,0.41612593438538203,0.41731338247508304,0.416726147217608,0.417469113372093,0.41650228405315615,0.4179200840946844,0.4171414296096346,0.4173328488372093,0.41888042462624586,0.4171187188538206,0.417336093230897,0.4158534053156146,0.41709925249169433,0.41685916735880396,0.4191983752076412,0.41727444975083056,0.4170797861295681,0.4161875778654485,0.4166093490448505,0.41687214493355484,0.41624597695182725,0.416515261627907,0.4173068936877076,0.4172906717192691,0.4171576515780731,0.41692729962624586,0.4169045888704319,0.41738475913621265,0.4284059644933555,0.41630437603820597,0.4324484790282392,0.4502893999169435
6,0.43166009136212624,0.4289542670265781,0.4201230274086379,0.43644881644518274,0.4598636056893688,0.48647087832225916,0.457530886627907,0.41836132163621265,0.44632150643687707,0.4557951360049834,0.4569371625830565,0.4408060371677741,0.44113372093023256,0.4259791580149502,0.429132708679402,0.42172900228405313,0.4563077502076412,0.4304564213039867,0.4451405471345515,0.43522892441860467,0.45662894518272423,0.4782593178986711,0.44575698193521596,0.44630528446843853,0.427124428986711,0.4761537063953488,0.4459159572259136,0.4531347331810631,0.42205993044019935,0.4301157599667774,0.44347292877906974,0.47611152927740863,0.4183159001245847,0.4332855325996678,0.4334347747093023,0.41849758617109634,0.41814719165282394,0.41803039348006643,0.44600355585548174,0.44635070598006643,0.41824127906976744,0.4182607454318937,0.4534721501245847,0.4482908534053156,0.42687461067275745,0.4485568936877076,0.463312396179402,0.4183223889119601,0.418312655730897,0.4172971605066445,0.41824127906976744,0.4452086794019934,0.4191075321843854,0.4174561357973422,0.4177221760797342,0.4407443936877076,0.4259824024086379,0.44534494393687707,0.41786168500830567,0.434304272217608,0.4177643531976744,0.41819585755813954,0.4184294539036545,0.4179168397009967,0.4204734219269103,0.45454280004152825,0.4175502232142857,0.41814719165282394,0.4180725705980066,0.4260829786129568,0.41840674314784054,0.4169824543189369,0.41819261316445183,0.41758266715116277,0.41811150332225916,0.4174593801910299,0.4185624740448505,0.41799794954318936,0.4182834561877076,0.41952281457641194,0.4178649294019934,0.41819261316445183,0.4166839700996678,0.41795252803156147,0.41785195182724255,0.4198245431893688,0.4181309696843854,0.4179265728820598,0.41702463143687707,0.4174658689784053,0.41772866486710963,0.41710249688538203,0.4173717815614618,0.41816341362126247,0.41814394725913623,0.4180141715116279,0.41778381955980065,0.4177611088039867,0.41835807724252494,0.4292624844269103,0.4171608959717608,0.4330908689784053,0.4502893999169435
7,0.43166009136212624,0.4289542670265781,0.4201230274086379,0.43644881644518274,0.4598636056893688,0.486594165282392,0.457530886627907,0.41836132163621265,0.44644479339701,0.4557951360049834,0.4569371625830565,0.4407768376245847,0.44113372093023256,0.4259532028654485,0.429132708679402,0.42172900228405313,0.4563077502076412,0.4304564213039867,0.4451405471345515,0.43522892441860467,0.45662894518272423,0.4782593178986711,0.44575698193521596,0.44630528446843853,0.427124428986711,0.4761537063953488,0.4459159572259136,0.4531347331810631,0.42205993044019935,0.4301157599667774,0.44347292877906974,0.47611152927740863,0.4183159001245847,0.4331849563953488,0.4334347747093023,0.41849758617109634,0.41814394725913623,0.41803039348006643,0.44596462313122925,0.4464512821843854,0.41824127906976744,0.4182607454318937,0.4534721501245847,0.4482908534053156,0.42687461067275745,0.4485568936877076,0.463312396179402,0.4183223889119601,0.418312655730897,0.4173977367109635,0.4182639898255814,0.4452086794019934,0.4191075321843854,0.41756644518272423,0.4177091985049834,0.4407443936877076,0.4259824024086379,0.44534169954318936,0.41785844061461797,0.43442755917774084,0.4177611088039867,0.41819585755813954,0.4184294539036545,0.4179168397009967,0.4204734219269103,0.45454280004152825,0.417546978820598,0.41814719165282394,0.4180693262043189,0.4260829786129568,0.4181893687707641,0.4170732973421927,0.41819261316445183,0.41758266715116277,0.41811150332225916,0.4174464026162791,0.41854300768272423,0.41799794954318936,0.4182834561877076,0.41943846034053156,0.4178649294019934,0.41819261316445183,0.416781301910299,0.41804661544850497,0.41785195182724255,0.4198245431893688,0.4181309696843854,0.4179233284883721,0.41702463143687707,0.4174658689784053,0.41772866486710963,0.41710249688538203,0.4173717815614618,0.41816341362126247,0.41814394725913623,0.4180141715116279,0.41778381955980065,0.41785519622093026,0.4183515884551495,0.4292624844269103,0.4171608959717608,0.4330908689784053,0.4502893999169435
8,0.43166009136212624,0.4289542670265781,0.4201230274086379,0.43644881644518274,0.4598636056893688,0.486594165282392,0.457530886627907,0.41836132163621265,0.44644479339701,0.4557951360049834,0.4569371625830565,0.4407768376245847,0.44113372093023256,0.4259532028654485,0.42925599563953487,0.42172900228405313,0.4563077502076412,0.4304564213039867,0.44389469995847175,0.43522892441860467,0.45662894518272423,0.4782593178986711,0.44575698193521596,0.44630528446843853,0.427124428986711,0.4761537063953488,0.4459159572259136,0.4531347331810631,0.42205993044019935,0.4301157599667774,0.44347292877906974,0.47611152927740863,0.4183159001245847,0.4331687344269103,0.4334347747093023,0.41849758617109634,0.41814394725913623,0.41803039348006643,0.44596462313122925,0.4464512821843854,0.41824127906976744,0.41825101225083056,0.4534721501245847,0.4482908534053156,0.42687461067275745,0.4485568936877076,0.463312396179402,0.4183223889119601,0.418312655730897,0.41739124792358806,0.4182639898255814,0.44532872196843853,0.4191075321843854,0.41756644518272423,0.4177091985049834,0.4407443936877076,0.4259824024086379,0.44534169954318936,0.41785844061461797,0.43442755917774084,0.4177481312292359,0.41819585755813954,0.4184294539036545,0.4180076827242525,0.4204734219269103,0.45454280004152825,0.41752426806478404,0.41814719165282394,0.4180660818106312,0.4260829786129568,0.4181893687707641,0.41706356416112955,0.41819261316445183,0.41758266715116277,0.41820234634551495,0.41742369186046513,0.41854300768272423,0.41799794954318936,0.41824452346345514,0.41943846034053156,0.4178649294019934,0.41829643376245845,0.416781301910299,0.41804337105481726,0.41784870743355484,0.4198245431893688,0.4181309696843854,0.41789412894518274,0.4170051650747508,0.4174658689784053,0.41772866486710963,0.41710249688538203,0.41747235776578073,0.41803688226744184,0.41811150332225916,0.41799794954318936,0.41778381955980065,0.4178422186461794,0.4183515884551495,0.4292624844269103,0.4171608959717608,0.4330908689784053,0.4502893999169435
9,0.43166009136212624,0.4285616953903654,0.4201230274086379,0.43644881644518274,0.4598636056893688,0.486594165282392,0.457530886627907,0.41836132163621265,0.44644479339701,0.4557951360049834,0.4569371625830565,0.4407768376245847,0.44113372093023256,0.4259532028654485,0.42925599563953487,0.42172900228405313,0.4563077502076412,0.4304564213039867,0.4422335703903654,0.43522892441860467,0.45662894518272423,0.4782593178986711,0.44575698193521596,0.44630528446843853,0.427124428986711,0.4761537063953488,0.4459159572259136,0.4531347331810631,0.42205993044019935,0.4301157599667774,0.44347292877906974,0.47611152927740863,0.4183159001245847,0.43301624792358806,0.4334347747093023,0.41849758617109634,0.41812448089701,0.41803039348006643,0.44596462313122925,0.4464415490033223,0.4183483440614618,0.4183450996677741,0.45357272632890366,0.4482908534053156,0.42687136627906974,0.4487548017026578,0.4634940822259136,0.4183223889119601,0.418312655730897,0.41738151474252494,0.4182639898255814,0.44532872196843853,0.4191075321843854,0.417546978820598,0.4177091985049834,0.4407443936877076,0.4260732454318937,0.44534169954318936,0.41785844061461797,0.43442755917774084,0.4177481312292359,0.4181666580149502,0.4184294539036545,0.4180044383305648,0.4204734219269103,0.45454280004152825,0.4175048017026578,0.41814719165282394,0.4180660818106312,0.4260829786129568,0.41808554817275745,0.41706356416112955,0.4181893687707641,0.41768324335548174,0.4181861243770764,0.41742369186046513,0.41854300768272423,0.41799794954318936,0.41824452346345514,0.41943846034053156,0.4178649294019934,0.4182802117940199,0.4167456135797342,0.41798497196843853,0.41783897425249167,0.4193735724667774,0.4181309696843854,0.4178811513704319,0.4169792099252492,0.4174658689784053,0.41772866486710963,0.4170797861295681,0.41747235776578073,0.41803688226744184,0.41811150332225916,0.41810501453488375,0.4175956447259136,0.41778057516611294,0.4183191445182724,0.42936306063122925,0.4171608959717608,0.4330908689784053,0.4502893999169435
