Timestamp,run_custom_jemalloc
0,0.0004152823920265781
1,0.26951178363787376
2,0.2218548847591362
3,0.22354521387043189
4,0.3928733648255814
5,0.41727444975083056
6,0.44308360153654486
7,0.4921291009136213
8,0.5054765365448505
9,0.514891767026578
10,0.5286512406561462
11,0.574351770141196
12,0.5790626297757475
13,0.5790626297757475
14,0.5774501661129569
15,0.5774501661129569
16,0.5745334561877077
17,0.5745334561877077
18,0.5745334561877077
19,0.5717497664036545
20,0.5717497664036545
21,0.5717497664036545
22,0.5717497664036545
23,0.5690374532807309
24,0.5690374532807309
25,0.5690374532807309
26,0.5690374532807309
27,0.5690374532807309
28,0.5690374532807309
29,0.5697706862541528
30,0.5706272061877077
31,0.5706272061877077
32,0.5706272061877077
33,0.5706272061877077
34,0.5721390936461794
35,0.5744945234634552
36,0.577492343230897
37,0.577492343230897
38,0.577492343230897
39,0.577492343230897
40,0.5721910039451827
41,0.5721910039451827
42,0.5721910039451827
43,0.5719054973006644
44,0.5719054973006644
45,0.5719054973006644
46,0.5719054973006644
47,0.5719054973006644
48,0.5719054973006644
49,0.5719054973006644
50,0.5719054973006644
51,0.5719054973006644
52,0.5719054973006644
53,0.5719054973006644
54,0.5719054973006644
55,0.5719054973006644
56,0.5719054973006644
57,0.5719054973006644
58,0.5727620172342193
59,0.5731902772009967
60,0.5734044071843853
61,0.5734044071843853
62,0.5734044071843853
63,0.5748254516196013
64,0.5748059852574751
65,0.5775896750415282
66,0.5775896750415282
67,0.5720904277408638
68,0.5720904277408638
69,0.5720904277408638
70,0.571899008513289
71,0.571899008513289
72,0.571899008513289
73,0.571899008513289
74,0.571899008513289
75,0.571899008513289
76,0.571899008513289
77,0.571899008513289
78,0.571899008513289
79,0.571899008513289
80,0.571899008513289
81,0.571899008513289
82,0.571899008513289
83,0.571899008513289
84,0.571899008513289
85,0.571899008513289
86,0.571899008513289
87,0.5729696584302325
88,0.5733979183970099
89,0.5733979183970099
90,0.5733979183970099
91,0.5733979183970099
92,0.5682717763704319
93,0.4788854858803987
94,0.4468114098837209
95,0.4468114098837209
96,0.44091310215946844
97,0.44091310215946844
98,0.44091310215946844
99,0.44091310215946844
100,0.44091310215946844
101,0.44091310215946844
102,0.44091310215946844
103,0.49772892441860467
104,0.496648541320598
105,0.4863378581810631
106,0.4937610309385382
107,0.5147100809800664
108,0.5438382475083057
109,0.5373591933139535
110,0.5373591933139535
111,0.5373591933139535
112,0.5360873909883721
113,0.5360873909883721
114,0.5337124948089701
115,0.5337124948089701
116,0.5337124948089701
117,0.5337060060215947
118,0.5337060060215947
119,0.5336832952657807
120,0.5336832952657807
121,0.5336832952657807
122,0.5336832952657807
123,0.5336832952657807
124,0.5336832952657807
125,0.5336832952657807
126,0.5336832952657807
127,0.5336605845099668
128,0.5336605845099668
129,0.5336605845099668
130,0.5336605845099668
131,0.5336605845099668
132,0.5336605845099668
133,0.5336605845099668
134,0.5336605845099668
135,0.5336605845099668
136,0.5336411181478405
137,0.5349258980481728
138,0.5349258980481728
139,0.5349258980481728
140,0.5349258980481728
141,0.536110101744186
142,0.5401785714285714
143,0.5429752387873754
144,0.5347442120016611
145,0.5347442120016611
146,0.5347442120016611
147,0.534546303986711
148,0.534546303986711
149,0.5344879049003323
150,0.5344879049003323
151,0.5344879049003323
152,0.5344879049003323
153,0.5344879049003323
154,0.5344392389950167
155,0.5344392389950167
156,0.5344392389950167
157,0.5344392389950167
158,0.5344392389950167
159,0.5344392389950167
160,0.5344392389950167
161,0.5344392389950167
162,0.5344392389950167
163,0.5344392389950167
164,0.5344392389950167
165,0.5344392389950167
166,0.5344392389950167
167,0.5344392389950167
168,0.5344392389950167
169,0.5344165282392026
170,0.5344165282392026
171,0.5357013081395349
172,0.5357013081395349
173,0.5357013081395349
174,0.5357013081395349
175,0.5341342659883721
176,0.4637049678156146
177,0.438898333679402
178,0.43794772632890366
179,0.43794772632890366
180,0.42907430959302323
181,0.42907430959302323
182,0.42907430959302323
183,0.4763970359219269
184,0.5155633565199336
185,0.540061773255814
186,0.5613612178156147
187,0.5605533637873754
188,0.5691185631229236
189,0.5952748650332226
190,0.6104651162790697
191,0.6432789140365448
192,0.6628393635797342
193,0.6628393635797342
194,0.6626219892026578
195,0.6626219892026578
196,0.6583264119601329
197,0.6583264119601329
198,0.6582453021179402
199,0.6582453021179402
200,0.6582388133305648
201,0.6584529433139535
202,0.6584529433139535
203,0.6584496989202658
204,0.6584496989202658
205,0.6584496989202658
206,0.6584496989202658
207,0.6584496989202658
208,0.6583718334717608
209,0.6583718334717608
210,0.6583329007475083
211,0.6583329007475083
212,0.6583329007475083
213,0.6583329007475083
214,0.6583329007475083
215,0.6583329007475083
216,0.6583329007475083
217,0.6583329007475083
218,0.6583329007475083
219,0.6583329007475083
220,0.6583231675664452
221,0.6583231675664452
222,0.6583231675664452
223,0.6582485465116279
224,0.6582485465116279
225,0.6584626764950167
226,0.6584626764950167
227,0.6584626764950167
228,0.6584010330149501
229,0.6584010330149501
230,0.6584010330149501
231,0.6584010330149501
232,0.6584010330149501
233,0.6583945442275747
234,0.6583945442275747
235,0.6583264119601329
236,0.6583264119601329
237,0.6591829318936877
238,0.6601886939368771
239,0.6601886939368771
240,0.6601886939368771
241,0.6601886939368771
242,0.6601886939368771
243,0.6616746262458472
244,0.6469677896594684
245,0.624367343230897
246,0.6653213247508306
247,0.6653213247508306
248,0.664250674833887
249,0.664250674833887
250,0.6599583419850499
251,0.6599583419850499
252,0.6598642545681063
253,0.6598642545681063
254,0.6598642545681063
255,0.6598642545681063
256,0.6598642545681063
257,0.6598642545681063
258,0.6598642545681063
259,0.6598285662375415
260,0.6600426962209303
261,0.6600426962209303
262,0.6599842971345515
263,0.6599842971345515
264,0.6599810527408638
265,0.6599810527408638
266,0.6599810527408638
267,0.6599810527408638
268,0.6599810527408638
269,0.6599583419850499
270,0.6599583419850499
271,0.6599583419850499
272,0.6598966985049833
273,0.6598966985049833
274,0.6598772321428571
275,0.6600913621262459
276,0.6600913621262459
277,0.6600913621262459
278,0.6600913621262459
279,0.6600913621262459
280,0.6600913621262459
281,0.6600913621262459
282,0.6599064316860465
283,0.6599064316860465
284,0.6598026110880398
285,0.6598026110880398
286,0.6598026110880398
287,0.6600167410714286
288,0.6600167410714286
289,0.6599550975913622
290,0.6599550975913622
291,0.6599550975913622
292,0.6616681374584718
293,0.6616681374584718
294,0.6616681374584718
295,0.6616681374584718
296,0.6616681374584718
297,0.6618822674418605
